"","los.days","count","prop","sample","week"
"1",0.5,1251,0.601731602,1,39
"2",1,282,0.135642136,1,39
"3",2,147,0.070707071,1,39
"4",3,93,0.044733045,1,39
"5",4,37,0.017797018,1,39
"6",5,46,0.022126022,1,39
"7",6,46,0.022126022,1,39
"8",7,22,0.010582011,1,39
"9",8,24,0.011544012,1,39
"10",9,19,0.009139009,1,39
"11",10,19,0.009139009,1,39
"12",11,6,0.002886003,1,39
"13",12,3,0.001443001,1,39
"14",13,8,0.003848004,1,39
"15",14,10,0.004810005,1,39
"16",15,4,0.001924002,1,39
"17",16,5,0.002405002,1,39
"18",17,2,0.000962001,1,39
"19",18,5,0.002405002,1,39
"20",19,7,0.003367003,1,39
"21",20,7,0.003367003,1,39
"22",21,3,0.001443001,1,39
"23",22,1,0.000481,1,39
"24",23,3,0.001443001,1,39
"25",24,5,0.002405002,1,39
"26",27,2,0.000962001,1,39
"27",28,2,0.000962001,1,39
"28",31,1,0.000481,1,39
"29",37,3,0.001443001,1,39
"30",39,1,0.000481,1,39
"31",40,1,0.000481,1,39
"32",41,2,0.000962001,1,39
"33",42,1,0.000481,1,39
"34",45,4,0.001924002,1,39
"35",49,2,0.000962001,1,39
"36",56,3,0.001443001,1,39
"37",57,1,0.000481,1,39
"38",67,1,0.000481,1,39
