"","los.days","count","prop","sample","week"
"1",0.5,1251,0.601731602,1,15
"2",1,282,0.135642136,1,15
"3",2,147,0.070707071,1,15
"4",3,93,0.044733045,1,15
"5",4,37,0.017797018,1,15
"6",5,46,0.022126022,1,15
"7",6,46,0.022126022,1,15
"8",7,22,0.010582011,1,15
"9",8,24,0.011544012,1,15
"10",9,19,0.009139009,1,15
"11",10,19,0.009139009,1,15
"12",11,6,0.002886003,1,15
"13",12,3,0.001443001,1,15
"14",13,8,0.003848004,1,15
"15",14,10,0.004810005,1,15
"16",15,4,0.001924002,1,15
"17",16,5,0.002405002,1,15
"18",17,2,0.000962001,1,15
"19",18,5,0.002405002,1,15
"20",19,7,0.003367003,1,15
"21",20,7,0.003367003,1,15
"22",21,3,0.001443001,1,15
"23",22,1,0.000481,1,15
"24",23,3,0.001443001,1,15
"25",24,5,0.002405002,1,15
"26",27,2,0.000962001,1,15
"27",28,2,0.000962001,1,15
"28",31,1,0.000481,1,15
"29",37,3,0.001443001,1,15
"30",39,1,0.000481,1,15
"31",40,1,0.000481,1,15
"32",41,2,0.000962001,1,15
"33",42,1,0.000481,1,15
"34",45,4,0.001924002,1,15
"35",49,2,0.000962001,1,15
"36",56,3,0.001443001,1,15
"37",57,1,0.000481,1,15
"38",67,1,0.000481,1,15
