"","los.days","count","prop","sample","week"
"1",0.5,1251,0.601731602,1,16
"2",1,282,0.135642136,1,16
"3",2,147,0.070707071,1,16
"4",3,93,0.044733045,1,16
"5",4,37,0.017797018,1,16
"6",5,46,0.022126022,1,16
"7",6,46,0.022126022,1,16
"8",7,22,0.010582011,1,16
"9",8,24,0.011544012,1,16
"10",9,19,0.009139009,1,16
"11",10,19,0.009139009,1,16
"12",11,6,0.002886003,1,16
"13",12,3,0.001443001,1,16
"14",13,8,0.003848004,1,16
"15",14,10,0.004810005,1,16
"16",15,4,0.001924002,1,16
"17",16,5,0.002405002,1,16
"18",17,2,0.000962001,1,16
"19",18,5,0.002405002,1,16
"20",19,7,0.003367003,1,16
"21",20,7,0.003367003,1,16
"22",21,3,0.001443001,1,16
"23",22,1,0.000481,1,16
"24",23,3,0.001443001,1,16
"25",24,5,0.002405002,1,16
"26",27,2,0.000962001,1,16
"27",28,2,0.000962001,1,16
"28",31,1,0.000481,1,16
"29",37,3,0.001443001,1,16
"30",39,1,0.000481,1,16
"31",40,1,0.000481,1,16
"32",41,2,0.000962001,1,16
"33",42,1,0.000481,1,16
"34",45,4,0.001924002,1,16
"35",49,2,0.000962001,1,16
"36",56,3,0.001443001,1,16
"37",57,1,0.000481,1,16
"38",67,1,0.000481,1,16
