"","los.days","count","prop","sample","week"
"1",0.5,1251,0.601731602,1,4
"2",1,282,0.135642136,1,4
"3",2,147,0.070707071,1,4
"4",3,93,0.044733045,1,4
"5",4,37,0.017797018,1,4
"6",5,46,0.022126022,1,4
"7",6,46,0.022126022,1,4
"8",7,22,0.010582011,1,4
"9",8,24,0.011544012,1,4
"10",9,19,0.009139009,1,4
"11",10,19,0.009139009,1,4
"12",11,6,0.002886003,1,4
"13",12,3,0.001443001,1,4
"14",13,8,0.003848004,1,4
"15",14,10,0.004810005,1,4
"16",15,4,0.001924002,1,4
"17",16,5,0.002405002,1,4
"18",17,2,0.000962001,1,4
"19",18,5,0.002405002,1,4
"20",19,7,0.003367003,1,4
"21",20,7,0.003367003,1,4
"22",21,3,0.001443001,1,4
"23",22,1,0.000481,1,4
"24",23,3,0.001443001,1,4
"25",24,5,0.002405002,1,4
"26",27,2,0.000962001,1,4
"27",28,2,0.000962001,1,4
"28",31,1,0.000481,1,4
"29",37,3,0.001443001,1,4
"30",39,1,0.000481,1,4
"31",40,1,0.000481,1,4
"32",41,2,0.000962001,1,4
"33",42,1,0.000481,1,4
"34",45,4,0.001924002,1,4
"35",49,2,0.000962001,1,4
"36",56,3,0.001443001,1,4
"37",57,1,0.000481,1,4
"38",67,1,0.000481,1,4
